,district,vendor,price,pricePerMeter,originalFlatId,area,market,floatFloor,roomsNumber,buildingMaterial,constructionYear,heating,condition,floorsNumber,availableDate,typeOfBuilding,elevator,snapshotDate
879,Żoliborz,https://www.otodom.pl/shop/kodit-io-polska-sp-z-o-o-IDv4pd/,347000,14458,4aYyN,24,wtórny,6,1,wielka płyta,1972,miejskie,do zamieszkania,10,2021-02-17,blok,yes,2021-05-29
880,Bemowo,https://www.otodom.pl/shop/kodit-io-polska-sp-z-o-o-IDv4pd/,368000,11393,4b5Ji,"32,30",wtórny,parter,1,nieznany,1999,miejskie,do zamieszkania,4,2021-02-17,blok,yes,2021-05-29
881,Mokotów,https://www.otodom.pl/shop/kodit-io-polska-sp-z-o-o-IDv4pd/,482300,10600,4b68N,"45,50",wtórny,8,2,żelbet,1968,miejskie,do remontu,10,2021-02-17,blok,yes,2021-05-29
882,Mokotów,https://www.otodom.pl/shop/kodit-io-polska-sp-z-o-o-IDv4pd/,580650,10500,4b9Zw,"55,30",wtórny,8,3,żelbet,1977,miejskie,do remontu,13,2021-02-17,blok,yes,2021-05-29
883,Mokotów,https://www.otodom.pl/shop/kodit-io-polska-sp-z-o-o-IDv4pd/,552630,10891,4beBz,"50,74",wtórny,2,3,wielka płyta,1974,miejskie,do remontu,10,2021-02-17,blok,yes,2021-05-29
884,Ochota,https://www.otodom.pl/shop/kodit-io-polska-sp-z-o-o-IDv4pd/,1250000,12575,4bm89,"99,40",wtórny,1,5,żelbet,2009,miejskie,do zamieszkania,10,2021-02-17,nieznany,yes,2021-05-29
885,Ochota,https://www.otodom.pl/shop/kodit-io-polska-sp-z-o-o-IDv4pd/,712557,13890,4bwrZ,"51,30",wtórny,7,2,nieznany,2009,miejskie,do zamieszkania,11,2021-02-17,apartamentowiec,yes,2021-05-29
886,Bielany,https://www.otodom.pl/shop/kodit-io-polska-sp-z-o-o-IDv4pd/,659000,13180,4bwIL,50,wtórny,4,2,cegła,2017,miejskie,do zamieszkania,6,2021-02-17,apartamentowiec,yes,2021-05-29
887,Białołęka,https://www.otodom.pl/shop/kodit-io-polska-sp-z-o-o-IDv4pd/,397000,8358,4abIb,"47,50",wtórny,2,2,cegła,2002,miejskie,do zamieszkania,4,2021-02-17,blok,yes,2021-05-29
888,Mokotów,https://www.otodom.pl/shop/kodit-io-polska-sp-z-o-o-IDv4pd/,745000,10876,4aLm8,"68,50",wtórny,3,3,cegła,1953,elektryczne,do wykończenia,3,2021-02-17,blok,yes,2021-05-29
889,Praga-Północ,https://develia.otodom.pl,"812000,88",11500,48f4i,"70,61",pierwotny,1,3,nieznany,2022,miejskie,do wykończenia,0,2021-02-17,nieznany,yes,2021-05-29
890,Praga-Północ,https://develia.otodom.pl,"668631,08",12000,48f4Y,"55,72",pierwotny,1,3,nieznany,2022,miejskie,do wykończenia,0,2021-02-17,nieznany,yes,2021-05-29
891,Praga-Północ,nieznany,499000,9487,4bnfV,"52,60",wtórny,parter,3,wielka płyta,2021,miejskie,do zamieszkania,4,2021-02-17,blok,yes,2021-05-29
892,Wola,nieznany,360000,10909,4bJPE,33,wtórny,1,2,cegła,1956,miejskie,do remontu,3,2021-02-17,kamienica,yes,2021-05-29
893,Śródmieście,https://www.otodom.pl/shop/netagencja-sp-z-o-o-IDwaVJ/,1233000,10000,4bJQa,"123,30",wtórny,6,6,nieznany,2000,miejskie,do wykończenia,0,2021-02-17,apartamentowiec,yes,2021-05-29
894,Ochota,https://www.otodom.pl/shop/piorek-house-IDi7DK/,679000,15055,4bJQ6,"45,10",wtórny,7,2,nieznany,2011,miejskie,nieznany,11,2021-02-17,apartamentowiec,yes,2021-05-29
895,Wola,https://www.otodom.pl/shop/piorek-house-IDi7DK/,845000,13000,4bJQ3,65,wtórny,4,3,nieznany,2009,miejskie,nieznany,15,2021-02-17,apartamentowiec,yes,2021-05-29
896,Wola,https://www.otodom.pl/shop/bez-prowizji-ID5v1R/,379900,12118,4bJPW,"31,35",pierwotny,0,2,nieznany,2021,nieznane,nieznany,0,2021-02-17,nieznany,yes,2021-05-29
897,Włochy,nieznany,385000,8995,4bJPy,"42,80",wtórny,4,2,cegła,1961,miejskie,do remontu,4,2021-02-17,blok,yes,2021-05-29
898,Wawer,nieznany,850000,5763,48GpT,"147,49",wtórny,1,5,nieznany,2020,gazowe,do wykończenia,2,2021-02-17,apartamentowiec,yes,2021-05-29
899,Białołęka,nieznany,365701,8900,4buee,"41,09",wtórny,1,2,pustak,2021,miejskie,do wykończenia,2,2021-02-17,blok,yes,2021-05-29
900,Włochy,nieznany,588720,13200,4berb,"44,60",pierwotny,1,2,żelbet,2022,miejskie,do zamieszkania,6,2021-02-17,apartamentowiec,yes,2021-05-29
901,Śródmieście,nieznany,990000,11000,4bnpT,90,wtórny,0,4,cegła,2021,miejskie,do wykończenia,0,2021-02-17,apartamentowiec,yes,2021-05-29
902,Rembertów,https://www.otodom.pl/shop/daniel-brod-IDilsg/,478587,8700,4bJP7,"55,01",pierwotny,4,3,nieznany,2021,nieznane,nieznany,5,2021-02-17,blok,yes,2021-05-29
903,Targówek,nieznany,475000,8962,4aVzN,53,wtórny,parter,3,żelbet,1980,miejskie,do remontu,10,2021-02-17,blok,yes,2021-05-29
904,Praga-Północ,https://investorius.otodom.pl,344000,12199,4bJOR,"28,20",wtórny,2,1,nieznany,2001,nieznane,do zamieszkania,5,2021-02-17,nieznany,yes,2021-05-29
905,Wola,nieznany,479000,13306,45poM,36,wtórny,3,2,cegła,1960,miejskie,do zamieszkania,3,2021-02-17,blok,yes,2021-05-29
906,Śródmieście,https://koloseum-nieruchomosci.otodom.pl,1190000,18030,4bJOL,66,wtórny,5,3,nieznany,1927,miejskie,do zamieszkania,5,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-05-29"">2021-05-29</div></div>",kamienica,yes,2021-05-29
907,Włochy,https://home4warszawa.otodom.pl,335000,11964,4b2nM,28,wtórny,3,1,nieznany,2021,nieznane,nieznany,4,2021-02-17,nieznany,yes,2021-05-29
908,Rembertów,https://home4warszawa.otodom.pl,582200,7100,4aiuw,82,wtórny,4,3,nieznany,1965,nieznane,nieznany,4,2021-02-17,nieznany,yes,2021-05-29
909,Białołęka,nieznany,450072,8400,4bud5,"53,58",wtórny,2,3,pustak,2021,miejskie,do wykończenia,2,2021-02-17,blok,yes,2021-05-29
910,Rembertów,https://home4warszawa.otodom.pl,594000,8060,46zAQ,"73,70",wtórny,1,4,nieznany,2021,nieznane,nieznany,4,2021-02-17,nieznany,yes,2021-05-29
911,Praga-Południe,nieznany,649000,10468,4bwtU,62,wtórny,3,3,nieznany,1990,miejskie,do zamieszkania,4,2021-02-17,blok,yes,2021-05-29
912,Wola,https://www.otodom.pl/shop/aurum-reh-sp-zo-o-IDumaT/,1177176,16800,4aOTZ,"70,07",wtórny,2,3,cegła,1990,miejskie,do zamieszkania,8,2021-02-17,apartamentowiec,yes,2021-05-29
913,Mokotów,https://www.otodom.pl/shop/aurum-reh-sp-zo-o-IDumaT/,775000,17127,4aVQi,"45,25",wtórny,3,2,cegła,2020,miejskie,do zamieszkania,5,2021-02-17,apartamentowiec,yes,2021-05-29
914,Śródmieście,https://www.otodom.pl/shop/aurum-reh-sp-zo-o-IDumaT/,1064700,16900,4bnDS,63,wtórny,parter,2,cegła,1927,miejskie,do zamieszkania,2,2021-02-17,dom wolnostojący,yes,2021-05-29
915,Mokotów,https://www.otodom.pl/shop/aurum-reh-sp-zo-o-IDumaT/,742880,12987,4bo4A,"57,20",wtórny,6,3,żelbet,1976,miejskie,do zamieszkania,10,2021-02-17,blok,yes,2021-05-29
916,Ursynów,https://www.otodom.pl/shop/aurum-reh-sp-zo-o-IDumaT/,560000,10566,4brmF,53,wtórny,1,2,wielka płyta,1978,miejskie,do remontu,7,2021-02-17,blok,yes,2021-05-29
917,Wilanów,https://www.otodom.pl/shop/aurum-reh-sp-zo-o-IDumaT/,3368750,17500,4bB7l,"192,50",wtórny,4,6,cegła,2015,miejskie,do zamieszkania,4,2021-02-17,apartamentowiec,yes,2021-05-29
918,Żoliborz,nieznany,675000,17219,4bHzW,"39,20",wtórny,parter,2,nieznany,2020,nieznane,do zamieszkania,11,2021-02-17,apartamentowiec,yes,2021-05-29
919,Śródmieście,https://www.otodom.pl/shop/aurum-reh-sp-zo-o-IDumaT/,"1999635,90",22290,4bdrg,"89,71",wtórny,2,3,cegła,2021,miejskie,do wykończenia,8,2021-02-17,apartamentowiec,yes,2021-05-29
920,Wilanów,nieznany,1390000,17160,4bzdb,81,wtórny,3,3,cegła,2020,miejskie,do zamieszkania,4,2021-02-17,apartamentowiec,yes,2021-05-29
921,Targówek,https://westahome.otodom.pl,617000,11426,4bJOd,54,wtórny,1,2,nieznany,2015,nieznane,do zamieszkania,3,2021-02-17,nieznany,yes,2021-05-29
922,Żoliborz,https://westahome.otodom.pl,550000,11224,4bJOa,49,wtórny,2,3,nieznany,1980,nieznane,nieznany,10,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-05-28"">2021-05-28</div></div>",nieznany,yes,2021-05-29
923,Bemowo,https://www.otodom.pl/shop/piorek-house-IDi7DK/,540000,10800,4bJO4,50,wtórny,parter,3,nieznany,1980,miejskie,nieznany,10,2021-02-17,blok,yes,2021-05-29
924,Śródmieście,https://www.otodom.pl/shop/khan-rea-IDa5ZS/,2280000,27914,4bJNX,"81,68",wtórny,3,3,nieznany,2010,miejskie,do zamieszkania,7,2021-02-17,nieznany,yes,2021-05-29
925,Mokotów,https://www.otodom.pl/shop/vilea-property-boutique-ID5F8b/,4500000,14851,4bJhF,303,wtórny,8,4,nieznany,2012,nieznane,do wykończenia,8,2021-02-17,apartamentowiec,yes,2021-05-29
926,Wilanów,https://www.otodom.pl/shop/vilea-property-boutique-ID5F8b/,1290000,14494,4brvS,89,wtórny,1,3,cegła,2011,nieznane,do zamieszkania,4,2021-02-17,apartamentowiec,yes,2021-05-29
927,Wilanów,https://www.otodom.pl/shop/vilea-property-boutique-ID5F8b/,1890000,13976,4buPa,"135,23",wtórny,2,4,nieznany,2009,nieznane,nieznany,2,2021-02-17,apartamentowiec,yes,2021-05-29
928,Wola,https://www.otodom.pl/shop/vilea-property-boutique-ID5F8b/,3240000,40775,4bpo6,"79,46",wtórny,7,3,nieznany,2020,nieznane,do zamieszkania,12,2021-02-17,apartamentowiec,yes,2021-05-29
929,Śródmieście,https://www.otodom.pl/shop/vilea-property-boutique-ID5F8b/,3400000,22310,4brvC,"152,40",wtórny,> 10,4,nieznany,2013,nieznane,do zamieszkania,17,2021-02-17,apartamentowiec,yes,2021-05-29
930,Praga-Północ,https://www.otodom.pl/shop/vilea-property-boutique-ID5F8b/,2460000,21964,4bgVi,112,wtórny,6,4,nieznany,2021,nieznane,do zamieszkania,6,2021-02-17,apartamentowiec,yes,2021-05-29
931,Mokotów,https://www.otodom.pl/shop/vilea-property-boutique-ID5F8b/,3600000,25714,4betF,140,wtórny,1,4,nieznany,2004,nieznane,do zamieszkania,4,2021-02-17,apartamentowiec,yes,2021-05-29
932,Ursynów,https://www.otodom.pl/shop/vilea-property-boutique-ID5F8b/,1590000,11951,4bfW3,"133,04",wtórny,8,4,nieznany,2001,miejskie,do zamieszkania,8,2021-02-17,apartamentowiec,yes,2021-05-29
933,Wilanów,https://www.otodom.pl/shop/vilea-property-boutique-ID5F8b/,1500000,14111,4b8rN,"106,30",wtórny,1,4,cegła,2008,miejskie,do zamieszkania,4,2021-02-17,apartamentowiec,yes,2021-05-29
934,Białołęka,nieznany,485000,8802,4aTlS,"55,10",wtórny,parter,2,nieznany,2021,nieznane,do zamieszkania,3,2021-02-17,blok,yes,2021-05-29
935,Żoliborz,https://www.otodom.pl/shop/westate-sp-z-o-o-IDwdHs/,620000,9612,4aleW,"64,50",wtórny,4,3,wielka płyta,2021,miejskie,do remontu,4,2021-02-17,blok,yes,2021-05-29
936,Mokotów,https://www.otodom.pl/shop/lloyd-properties-ID4haB/,439000,11583,4bJNb,"37,90",wtórny,parter,2,wielka płyta,1968,miejskie,do zamieszkania,10,2021-02-17,blok,yes,2021-05-29
937,Wola,https://63.otodom.pl,438000,12338,4aYWP,"35,50",wtórny,parter,2,cegła,1951,miejskie,do wykończenia,3,2021-02-17,blok,yes,2021-05-29
938,Ursus,nieznany,730000,8483,4bHxU,"86,05",pierwotny,1,4,inne,2021,miejskie,do wykończenia,6,2021-02-17,apartamentowiec,yes,2021-05-29
939,Białołęka,https://www.otodom.pl/shop/biuro-sprzedazy-ID3Lnq/,424000,7512,4bJMY,"56,44",pierwotny,2,3,cegła,2021,miejskie,do wykończenia,0,2021-02-17,blok,yes,2021-05-29
940,Wola,https://www.otodom.pl/shop/oh-some-estate-IDaryy/,500678,13900,49cns,"36,02",pierwotny,6,1,nieznany,2021,nieznane,do wykończenia,0,2021-02-17,apartamentowiec,yes,2021-05-29
941,Bielany,https://www.otodom.pl/shop/i-deal-IDqDoZ/,480000,9412,4bJMR,51,wtórny,8,3,wielka płyta,1971,miejskie,do remontu,10,2021-02-17,blok,yes,2021-05-29
942,Wola,https://www.otodom.pl/shop/i-deal-IDqDoZ/,459000,9978,4bJMP,46,wtórny,parter,2,cegła,1961,miejskie,do remontu,4,2021-02-17,kamienica,yes,2021-05-29
943,Ursus,https://www.otodom.pl/shop/i-deal-IDqDoZ/,349000,7756,4bJMQ,45,wtórny,1,2,cegła,2021,miejskie,do zamieszkania,4,2021-02-17,blok,yes,2021-05-29
944,Włochy,https://www.otodom.pl/shop/piorek-house-IDi7DK/,410000,9382,4bJMJ,"43,70",wtórny,1,2,nieznany,2001,miejskie,nieznany,4,2021-02-17,blok,yes,2021-05-29
945,Wola,https://www.otodom.pl/shop/i-deal-IDqDoZ/,360000,14754,4bJMM,"24,40",wtórny,2,1,cegła,1960,miejskie,do zamieszkania,3,2021-02-17,kamienica,yes,2021-05-29
946,Wola,https://www.otodom.pl/shop/i-deal-IDqDoZ/,405000,13065,4bJMK,31,wtórny,2,2,wielka płyta,1973,miejskie,do zamieszkania,9,2021-02-17,blok,yes,2021-05-29
947,Śródmieście,nieznany,469000,11858,49AOp,"39,55",wtórny,> 10,2,wielka płyta,1970,miejskie,do zamieszkania,15,2021-02-17,blok,yes,2021-05-29
948,Praga-Południe,https://www.otodom.pl/shop/piorek-house-IDi7DK/,310000,14319,4bJMI,"21,65",wtórny,3,1,nieznany,1970,miejskie,nieznany,4,2021-02-17,blok,yes,2021-05-29
949,Śródmieście,https://www.otodom.pl/shop/piorek-house-IDi7DK/,520000,17333,4bJMG,30,wtórny,4,1,nieznany,1951,miejskie,nieznany,4,2021-02-17,kamienica,yes,2021-05-29
950,Mokotów,https://www.otodom.pl/shop/marymont-nieruchomosci-magdalena-kilis-grabowska-IDiqIE/,900000,15000,4bJMD,60,wtórny,8,3,nieznany,2010,nieznane,nieznany,12,2021-02-17,apartamentowiec,yes,2021-05-29
951,Bemowo,https://www.otodom.pl/shop/expander-advisors-ID3ICK/,350000,11667,4bJMr,30,wtórny,parter,2,wielka płyta,1990,miejskie,do remontu,6,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-05-28"">2021-05-28</div></div>",blok,yes,2021-05-29
952,Włochy,nieznany,898000,12396,4bkqZ,"72,44",wtórny,parter,3,nieznany,2020,miejskie,do zamieszkania,5,2021-02-17,apartamentowiec,yes,2021-05-29
953,Targówek,https://nikodom.otodom.pl,449000,9553,4bJLE,47,wtórny,1,3,cegła,1968,miejskie,nieznany,4,2021-02-17,nieznany,yes,2021-05-29
954,Wesoła,https://bialelwy.otodom.pl,690000,7002,4bJLA,"98,55",wtórny,2,3,nieznany,2001,nieznane,do zamieszkania,2,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-05-03"">2021-05-03</div></div>",nieznany,yes,2021-05-29
955,Wola,https://home4warszawa.otodom.pl,575592,11600,4bJLC,"49,62",pierwotny,3,1,nieznany,2021,nieznane,nieznany,27,2021-02-17,nieznany,yes,2021-05-29
956,Śródmieście,https://wozniakowskinieruchomosci.otodom.pl,815000,17230,4bJLy,"47,30",wtórny,> 10,3,wielka płyta,2021,miejskie,do zamieszkania,13,2021-02-17,blok,yes,2021-05-29
957,Białołęka,https://www.otodom.pl/shop/maxon-nieruchomosci-sp-z-o-o-IDiDsI/,590000,8027,49kHJ,"73,50",wtórny,parter,3,cegła,2000,miejskie,do zamieszkania,3,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2020-11-30"">2020-11-30</div></div>",blok,yes,2021-05-29
958,Śródmieście,nieznany,803000,14600,4aMSE,55,wtórny,> 10,2,cegła,2006,miejskie,do zamieszkania,28,2021-02-17,blok,yes,2021-05-29
959,Praga-Południe,https://www.otodom.pl/shop/domowo-pl-IDxdvC/,645000,11316,4b5fZ,57,wtórny,5,2,cegła,2001,miejskie,do zamieszkania,9,2021-02-17,apartamentowiec,yes,2021-05-29
960,Wola,https://63.otodom.pl,499000,23990,4b1hU,"20,80",wtórny,5,1,cegła,1955,miejskie,do zamieszkania,6,2021-02-17,blok,yes,2021-05-29
961,Białołęka,nieznany,499000,9007,4bjOi,"55,40",wtórny,parter,2,nieznany,2004,miejskie,do remontu,5,2021-02-17,blok,yes,2021-05-29
962,Włochy,https://www.otodom.pl/shop/felix-development-IDxsAx/,1135896,10600,4bbGn,"107,16",pierwotny,1,4,nieznany,2021,nieznane,do wykończenia,2,2021-02-17,apartamentowiec,yes,2021-05-29
963,Włochy,https://www.otodom.pl/shop/felix-development-IDxsAx/,999900,9900,4bbGo,101,pierwotny,1,4,nieznany,2021,nieznane,do wykończenia,2,2021-02-17,apartamentowiec,yes,2021-05-29
964,Włochy,https://www.otodom.pl/shop/felix-development-IDxsAx/,"1893066,50",11350,4bbHh,"166,79",pierwotny,parter,5,nieznany,2021,nieznane,do wykończenia,2,2021-02-17,apartamentowiec,yes,2021-05-29
965,Włochy,https://www.otodom.pl/shop/felix-development-IDxsAx/,1874500,11500,4bbIq,163,pierwotny,parter,5,nieznany,2021,nieznane,do wykończenia,2,2021-02-17,apartamentowiec,yes,2021-05-29
966,Włochy,https://www.otodom.pl/shop/felix-development-IDxsAx/,1362173,10900,4bbIJ,"124,97",pierwotny,1,4,nieznany,2021,nieznane,do wykończenia,2,2021-02-17,apartamentowiec,yes,2021-05-29
967,Włochy,https://www.otodom.pl/shop/felix-development-IDxsAx/,1084766,10700,4bbIX,"101,38",pierwotny,2,4,nieznany,2021,nieznane,do wykończenia,2,2021-02-17,apartamentowiec,yes,2021-05-29
968,Włochy,https://www.otodom.pl/shop/felix-development-IDxsAx/,"1233955,50",10950,4bbJH,"112,69",pierwotny,2,4,nieznany,2021,nieznane,do wykończenia,2,2021-02-17,apartamentowiec,yes,2021-05-29
969,Włochy,https://www.otodom.pl/shop/felix-development-IDxsAx/,1404900,11250,4bbJK,"124,88",pierwotny,2,4,inne,2021,nieznane,do wykończenia,2,2021-02-17,apartamentowiec,yes,2021-05-29
970,Włochy,https://www.otodom.pl/shop/felix-development-IDxsAx/,2153322,11350,4bbFR,"189,72",pierwotny,parter,5,nieznany,2021,nieznane,do wykończenia,2,2021-02-17,apartamentowiec,yes,2021-05-29
971,Włochy,https://www.otodom.pl/shop/felix-development-IDxsAx/,1656075,12757,4bcp4,"129,82",pierwotny,2,4,nieznany,2021,nieznane,do wykończenia,2,2021-02-17,apartamentowiec,yes,2021-05-29
972,Ursynów,nieznany,695000,10516,4bJKD,"66,09",pierwotny,2,3,żelbet,2021,miejskie,do wykończenia,4,2021-02-17,blok,yes,2021-05-29
973,Praga-Północ,https://www.otodom.pl/shop/expander-advisors-ID3ICK/,690000,14967,4bJGE,"46,10",pierwotny,5,2,nieznany,2020,miejskie,do wykończenia,6,2021-02-17,apartamentowiec,yes,2021-05-29
974,Włochy,https://www.otodom.pl/shop/felix-development-IDxsAx/,1390000,11120,4bJKz,125,pierwotny,2,4,inne,2021,nieznane,do wykończenia,2,2021-02-17,apartamentowiec,yes,2021-05-29
975,Ursus,nieznany,489000,10654,4b0wb,"45,90",wtórny,3,2,cegła,2004,miejskie,do zamieszkania,7,2021-02-17,apartamentowiec,yes,2021-05-29
976,Żoliborz,https://www.otodom.pl/shop/akces-nieruchomosci-kaminska-i-sobanski-j-IDfLth/,575000,11954,4boLD,"48,10",wtórny,3,3,cegła,1970,nieznane,nieznany,4,2021-02-17,nieznany,yes,2021-05-29
977,Targówek,nieznany,410000,8723,4ajvg,47,wtórny,4,3,nieznany,2021,miejskie,do zamieszkania,4,2021-02-17,blok,yes,2021-05-29
978,Mokotów,nieznany,565200,15998,4bwof,"35,33",pierwotny,1,2,silikat,2021,miejskie,do wykończenia,8,2021-02-17,apartamentowiec,yes,2021-05-29
979,Bielany,https://www.otodom.pl/shop/reals-nieruchomosci-sp-z-o-o-IDgTq0/,885000,9613,4bJJL,"92,06",wtórny,1,2,nieznany,2001,miejskie,nieznany,3,2021-02-17,blok,yes,2021-05-29
980,Targówek,https://www.otodom.pl/shop/hsh-nieruchomosci-sp-z-o-o-ID2zGI/,495000,9167,4bJJA,54,wtórny,10,3,nieznany,1980,nieznane,nieznany,12,2021-02-17,nieznany,yes,2021-05-29
981,Wola,https://wwre.otodom.pl,399000,13300,4bBfQ,30,wtórny,5,1,cegła,1955,miejskie,do remontu,6,2021-02-17,kamienica,yes,2021-05-29
982,Wola,https://www.otodom.pl/shop/j-w-construction-holding-s-a-ID81OI/,273000,14368,4bJJx,19,pierwotny,2,1,cegła,2021,miejskie,do wykończenia,20,2021-02-17,apartamentowiec,yes,2021-05-29
983,Wola,https://www.otodom.pl/shop/biuro-sprzedazy-ID3Lnq/,359999,17126,4bJJv,"21,02",wtórny,8,1,nieznany,2019,miejskie,do zamieszkania,11,2021-02-17,blok,yes,2021-05-29
984,Wola,https://www.otodom.pl/shop/j-w-construction-holding-s-a-ID7YEi/,549000,11438,494Uy,48,pierwotny,0,2,nieznany,2021,nieznane,nieznany,0,2021-02-17,blok,yes,2021-05-29
985,Białołęka,https://www.otodom.pl/shop/dsm-dewelopment-IDafb2/,850000,5556,4bgZL,153,pierwotny,0,5,nieznany,2021,nieznane,nieznany,0,2021-02-17,nieznany,yes,2021-05-29
986,Białołęka,https://www.otodom.pl/shop/dsm-dewelopment-IDafb2/,930000,6078,4bh02,153,pierwotny,0,5,nieznany,2021,nieznane,nieznany,0,2021-02-17,nieznany,yes,2021-05-29
987,Białołęka,nieznany,470000,9038,4bn8Z,52,wtórny,3,2,cegła,2003,miejskie,do zamieszkania,9,2021-02-17,blok,yes,2021-05-29
988,Wola,https://www.otodom.pl/shop/j-w-construction-holding-s-a-ID81OI/,1062000,11419,4bJJm,93,pierwotny,> 10,4,cegła,2021,miejskie,do wykończenia,26,2021-02-17,apartamentowiec,yes,2021-05-29
989,Wawer,https://www.otodom.pl/shop/piorek-house-IDi7DK/,790000,9518,4bJJj,83,wtórny,3,3,nieznany,2005,miejskie,nieznany,3,2021-02-17,blok,yes,2021-05-29
990,Wola,https://www.otodom.pl/shop/j-w-construction-holding-s-a-ID81OI/,539000,11978,4bJJa,45,pierwotny,2,2,cegła,2021,miejskie,do wykończenia,23,2021-02-17,apartamentowiec,yes,2021-05-29
991,Śródmieście,https://www.otodom.pl/shop/i-deal-IDqDoZ/,420000,15328,4b6ld,"27,40",wtórny,9,2,wielka płyta,1975,miejskie,do zamieszkania,15,2021-02-17,blok,yes,2021-05-29
992,Białołęka,https://www.otodom.pl/shop/j-w-construction-holding-s-a-ID81OI/,619000,8971,4bJJ8,69,pierwotny,1,4,cegła,2019,kotłownia,do zamieszkania,2,2021-02-17,blok,yes,2021-05-29
993,Wola,https://www.otodom.pl/shop/biuro-sprzedazy-ID3Lnq/,629999,16154,4byZU,39,wtórny,9,2,nieznany,2019,miejskie,do zamieszkania,11,2021-02-17,apartamentowiec,yes,2021-05-29
994,Śródmieście,https://www.otodom.pl/shop/i-deal-IDqDoZ/,550000,15068,4b9QM,"36,50",wtórny,7,2,cegła,1953,miejskie,do zamieszkania,7,2021-02-17,nieznany,yes,2021-05-29
995,Śródmieście,https://www.otodom.pl/shop/i-deal-IDqDoZ/,519000,12975,4b7Fr,40,wtórny,10,2,wielka płyta,1975,miejskie,do zamieszkania,15,2021-02-17,blok,yes,2021-05-29
996,Targówek,https://www.otodom.pl/shop/i-deal-IDqDoZ/,679000,11508,4b5r8,59,wtórny,1,3,pustak,2011,miejskie,do zamieszkania,3,2021-02-17,apartamentowiec,yes,2021-05-29
997,Targówek,https://www.otodom.pl/shop/i-deal-IDqDoZ/,720000,9730,4aCBB,74,wtórny,parter,3,pustak,2007,inne,do zamieszkania,5,2021-02-17,apartamentowiec,yes,2021-05-29
998,Wola,nieznany,2300000,20175,4bJIy,114,pierwotny,5,4,nieznany,2022,nieznane,do wykończenia,7,2021-02-17,apartamentowiec,yes,2021-05-29
999,Bielany,https://homebird.otodom.pl,415000,11231,4bfZF,"36,95",wtórny,2,2,cegła,1961,miejskie,do remontu,3,2021-02-17,blok,yes,2021-05-29
1000,Śródmieście,nieznany,280000,11667,4bu63,24,wtórny,0,1,nieznany,2021,nieznane,nieznany,0,2021-02-17,nieznany,yes,2021-05-29
1001,Białołęka,https://www.otodom.pl/shop/biuro-sprzedazy-ID3Lnq/,420000,7925,4bJIr,53,pierwotny,2,3,cegła,2021,miejskie,do wykończenia,0,2021-02-17,blok,yes,2021-05-29
1002,Białołęka,nieznany,649000,8164,48z07,"79,50",wtórny,parter,4,nieznany,2020,miejskie,do zamieszkania,3,2021-02-17,blok,yes,2021-05-29
1003,Praga-Południe,https://www.otodom.pl/shop/villa-mia-premium-property-IDfFAX/,1858000,13464,4af9I,138,pierwotny,3,4,nieznany,2020,nieznane,nieznany,3,2021-02-17,apartamentowiec,yes,2021-05-29
1004,Wawer,nieznany,495000,4125,47CKw,120,pierwotny,1,6,cegła,2022,gazowe,do wykończenia,1,2021-02-17,szeregowiec,yes,2021-05-29
1005,Mokotów,https://metrohouse-franchise.otodom.pl,559000,10750,4bjoR,52,wtórny,4,3,inne,1973,miejskie,do zamieszkania,4,2021-02-17,blok,yes,2021-05-29
1006,Centrum,nieznany,180000USD,6044,4bqgV,101,pierwotny,parter,3,cegła,2022,inne,do zamieszkania,1,2021-02-17,apartamentowiec,yes,2021-05-29
1007,Mokotów,nieznany,1240000,14762,49IqM,84,wtórny,4,3,nieznany,2011,miejskie,do zamieszkania,10,2021-02-17,loft,yes,2021-05-29
1008,Wola,https://www.otodom.pl/shop/bez-prowizji-ID5v1R/,710000,10143,4bJHU,70,pierwotny,0,3,nieznany,2021,nieznane,nieznany,0,2021-02-17,nieznany,yes,2021-05-29
1009,Wola,https://www.otodom.pl/shop/bez-prowizji-ID5v1R/,445000,10349,4bJHS,43,pierwotny,0,2,nieznany,2021,nieznane,nieznany,0,2021-02-17,nieznany,yes,2021-05-29
