,district,vendor,price,pricePerMeter,originalFlatId,area,market,floatFloor,roomsNumber,buildingMaterial,constructionYear,heating,condition,floorsNumber,availableDate,typeOfBuilding,elevator,snapshotDate
6168,Bemowo,nieznany,600000,12500,4bAlu,48,wtórny,6,2,wielka płyta,2021,miejskie,do zamieszkania,7,2021-02-17,blok,yes,2021-05-29
6169,Śródmieście,https://steel.otodom.pl,2750000,16234,4bAlp,"169,40",wtórny,1,5,cegła,1930,nieznane,do zamieszkania,7,2021-02-17,kamienica,yes,2021-05-29
6170,Targówek,https://steel.otodom.pl,465000,10000,4bAlo,"46,50",wtórny,1,3,wielka płyta,1970,nieznane,do zamieszkania,10,2021-02-17,blok,yes,2021-05-29
6171,Bielany,https://steel.otodom.pl,1600000,19844,4bAln,"80,63",wtórny,parter,3,cegła,1936,nieznane,do remontu,2,2021-02-17,kamienica,yes,2021-05-29
6172,Praga-Południe,https://steel.otodom.pl,450000,10227,4bAlm,44,wtórny,3,2,cegła,1999,nieznane,nieznany,6,2021-02-17,blok,yes,2021-05-29
6173,Bemowo,https://steel.otodom.pl,723000,11988,4bAll,"60,31",wtórny,3,3,nieznany,2011,nieznane,do zamieszkania,6,2021-02-17,blok,yes,2021-05-29
6174,Włochy,https://steel.otodom.pl,670000,7614,4bAli,88,wtórny,4,4,cegła,1995,nieznane,nieznany,5,2021-02-17,blok,yes,2021-05-29
6175,Praga-Południe,https://steel.otodom.pl,650000,9531,4bAlg,"68,20",wtórny,1,3,cegła,1999,nieznane,nieznany,6,2021-02-17,blok,yes,2021-05-29
6176,Włochy,https://wawa.otodom.pl,950000,9817,4bAlh,"96,77",wtórny,6,5,cegła,1996,nieznane,do zamieszkania,6,2021-02-17,blok,yes,2021-05-29
6177,Wola,https://wawa.otodom.pl,1510000,13495,4bAlf,"111,89",wtórny,3,3,cegła,2002,nieznane,do zamieszkania,12,2021-02-17,nieznany,yes,2021-05-29
6178,Mokotów,https://www.otodom.pl/shop/red-house-nieruchomosci-agnieszka-fabisiak-IDvEKU/,359500,11634,4bAlc,"30,90",wtórny,3,1,wielka płyta,1975,nieznane,nieznany,10,2021-02-17,blok,yes,2021-05-29
6179,Wola,https://www.otodom.pl/shop/red-house-nieruchomosci-agnieszka-fabisiak-IDvEKU/,549000,11204,4bAlb,49,wtórny,4,3,nieznany,1964,nieznane,nieznany,10,2021-02-17,blok,yes,2021-05-29
6180,Bemowo,https://www.otodom.pl/shop/red-house-nieruchomosci-agnieszka-fabisiak-IDvEKU/,489000,10404,4bAla,47,wtórny,3,2,nieznany,1980,nieznane,nieznany,7,2021-02-17,blok,yes,2021-05-29
6181,Ursynów,https://koloseum-nieruchomosci.otodom.pl,514000,12530,4bAkE,"41,02",pierwotny,3,2,cegła,2021,miejskie,nieznany,4,2021-02-17,blok,yes,2021-05-29
6182,Praga-Południe,https://koloseum-nieruchomosci.otodom.pl,749000,10539,4bAkF,"71,07",wtórny,1,3,cegła,2021,miejskie,do remontu,2,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-05-29"">2021-05-29</div></div>",kamienica,yes,2021-05-29
6183,Praga-Południe,https://koloseum-nieruchomosci.otodom.pl,583990,8848,4bAkD,66,wtórny,1,3,cegła,1990,miejskie,do zamieszkania,0,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-05-29"">2021-05-29</div></div>",blok,yes,2021-05-29
6184,Mokotów,https://koloseum-nieruchomosci.otodom.pl,428990,11289,4bAkC,38,wtórny,2,2,nieznany,2021,miejskie,do remontu,10,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-05-29"">2021-05-29</div></div>",blok,yes,2021-05-29
6185,Ursynów,https://koloseum-nieruchomosci.otodom.pl,476000,12265,4bAkB,"38,81",pierwotny,3,2,cegła,2022,miejskie,nieznany,4,2021-02-17,blok,yes,2021-05-29
6186,Bemowo,nieznany,550000,9167,49Ecf,60,wtórny,3,3,wielka płyta,1980,miejskie,do zamieszkania,3,2021-02-17,blok,yes,2021-05-29
6187,Wawer,https://www.otodom.pl/shop/citypl-nieruchomosci-IDfBtF/,825000,7710,4bAkk,107,wtórny,1,5,cegła,2002,nieznane,do zamieszkania,1,2021-02-17,blok,yes,2021-05-29
6188,Mokotów,https://kraftestate.otodom.pl,395000,13167,4bAkg,30,wtórny,7,1,inne,1972,miejskie,do zamieszkania,10,2021-02-17,blok,yes,2021-05-29
6189,Bielany,https://www.otodom.pl/shop/hr-nieruchomosci-IDgMzi/,330000,12222,4bAke,27,wtórny,1,1,nieznany,1966,miejskie,nieznany,4,2021-02-17,blok,yes,2021-05-29
6190,Bielany,https://www.otodom.pl/shop/hr-nieruchomosci-IDgMzi/,438000,11526,4bAkd,38,wtórny,1,2,nieznany,1966,miejskie,nieznany,4,2021-02-17,blok,yes,2021-05-29
6191,Bielany,https://www.otodom.pl/sprzedaz/mieszkanie/?search%5Buser_id%5D=1155227,545000,9732,4bAka,56,wtórny,6,3,nieznany,1970,miejskie,do remontu,10,2021-02-17,blok,yes,2021-05-29
6192,Śródmieście,https://www.otodom.pl/shop/agencja-nieruchomosci-dom-mam-IDwsXT/,530000,12833,4bAj2,"41,30",wtórny,8,2,cegła,1950,miejskie,do remontu,8,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-06-01"">2021-06-01</div></div>",kamienica,yes,2021-05-29
6193,Mokotów,https://www.otodom.pl/shop/linc-nieruchomosci-IDviDi/,1390000,13601,4bAj1,"102,20",wtórny,1,3,nieznany,2016,miejskie,do zamieszkania,7,2021-02-17,nieznany,yes,2021-05-29
6194,Mokotów,https://www.otodom.pl/shop/linc-nieruchomosci-IDviDi/,1290000,15364,4bAj0,"83,96",wtórny,5,3,cegła,2005,miejskie,do zamieszkania,8,2021-02-17,blok,yes,2021-05-29
6195,Bielany,https://wawahome.otodom.pl,310000,11481,4bAid,27,wtórny,3,1,nieznany,1976,nieznane,nieznany,11,2021-02-17,blok,yes,2021-05-29
6196,Ursus,https://www.otodom.pl/shop/acciona-IDxADJ/,Zapytajocenę,,4bxGe,"69,33",pierwotny,1,4,nieznany,2021,nieznane,do wykończenia,2,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-09-01"">2021-09-01</div></div>",blok,yes,2021-05-29
6197,Białołęka,https://platanhouse.otodom.pl,410000,8092,4bAhZ,"50,67",wtórny,1,2,nieznany,2020,nieznane,do wykończenia,5,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-05-18"">2021-05-18</div></div>",apartamentowiec,yes,2021-05-29
6198,Włochy,https://www.otodom.pl/shop/modern-town-IDwkb8/,715000,11917,4bAhC,60,wtórny,1,3,nieznany,1960,elektryczne,do zamieszkania,3,2021-02-17,kamienica,yes,2021-05-29
6199,Włochy,https://www.otodom.pl/shop/modern-town-IDwkb8/,588000,12000,4bAgv,49,wtórny,1,2,nieznany,2001,miejskie,do zamieszkania,3,2021-02-17,blok,yes,2021-05-29
6200,Mokotów,nieznany,585000,12843,4bAg5,"45,55",pierwotny,1,2,inne,2021,nieznane,do wykończenia,4,2021-02-17,blok,yes,2021-05-29
6201,Mokotów,https://www.otodom.pl/shop/jw-investment-jolanta-wisniewska-ID3RPI/,3800000,27941,3FkkU,136,wtórny,2,3,cegła,2010,miejskie,do zamieszkania,4,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2020-08-15"">2020-08-15</div></div>",apartamentowiec,yes,2021-05-29
6202,Mokotów,https://koloseum-nieruchomosci.otodom.pl,689000,11113,4bAfV,62,wtórny,1,3,inne,1980,miejskie,do zamieszkania,4,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-05-29"">2021-05-29</div></div>",blok,yes,2021-05-29
6203,Ursynów,https://koloseum-nieruchomosci.otodom.pl,720000,11803,4bAfT,61,wtórny,3,2,inne,2002,miejskie,do zamieszkania,5,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-05-29"">2021-05-29</div></div>",blok,yes,2021-05-29
6204,Bemowo,https://koloseum-nieruchomosci.otodom.pl,340000,13077,4bAfW,26,wtórny,9,1,inne,2021,miejskie,do zamieszkania,0,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-05-29"">2021-05-29</div></div>",blok,yes,2021-05-29
6205,Bemowo,nieznany,750000,12295,4b6bY,61,wtórny,parter,3,żelbet,2015,miejskie,do zamieszkania,4,2021-02-17,apartamentowiec,yes,2021-05-29
6206,Mokotów,https://koloseum-nieruchomosci.otodom.pl,588800,15914,4bAfR,37,wtórny,2,2,cegła,1948,miejskie,do zamieszkania,3,2021-02-17,kamienica,yes,2021-05-29
6207,Śródmieście,https://koloseum-nieruchomosci.otodom.pl,1350000,16071,4bAfP,84,wtórny,5,4,cegła,1955,miejskie,do zamieszkania,6,2021-02-17,kamienica,yes,2021-05-29
6208,Mokotów,https://koloseum-nieruchomosci.otodom.pl,990000,19412,4bAfO,51,wtórny,6,2,inne,2021,miejskie,do zamieszkania,8,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-05-29"">2021-05-29</div></div>",apartamentowiec,yes,2021-05-29
6209,Bemowo,https://koloseum-nieruchomosci.otodom.pl,1320000,12222,4bAfN,108,wtórny,1,4,inne,2014,miejskie,do zamieszkania,5,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-05-29"">2021-05-29</div></div>",apartamentowiec,yes,2021-05-29
6210,Wawer,nieznany,500000,9198,4bAfi,"54,36",wtórny,parter,2,pustak,2014,gazowe,do zamieszkania,0,2021-02-17,blok,yes,2021-05-29
6211,Wola,https://www.otodom.pl/shop/metrohouse-s-a-ID2KiP/,405000,14945,4bAfD,"27,10",wtórny,3,1,cegła,2019,miejskie,do zamieszkania,7,2021-02-17,blok,yes,2021-05-29
6212,Mokotów,nieznany,1380000,14948,4aoIa,"92,32",wtórny,2,4,żelbet,2020,miejskie,do wykończenia,8,2021-02-17,apartamentowiec,yes,2021-05-29
6213,Praga-Południe,https://noster-nieruchomosci.otodom.pl,620000,8857,4bAeP,70,wtórny,8,2,cegła,1998,nieznane,nieznany,9,2021-02-17,blok,yes,2021-05-29
6214,Mokotów,nieznany,500000,13134,4b6ax,"38,07",wtórny,9,1,nieznany,2008,miejskie,do zamieszkania,10,2021-02-17,apartamentowiec,yes,2021-05-29
6215,Śródmieście,https://www.otodom.pl/shop/vilea-property-boutique-ID5F8b/,4200000,31343,49ZuX,134,wtórny,5,4,nieznany,2021,miejskie,do zamieszkania,6,2021-02-17,apartamentowiec,yes,2021-05-29
6216,Mokotów,nieznany,1584000,14500,4bkzL,"109,24",wtórny,3,4,cegła,2011,miejskie,do zamieszkania,10,2021-02-17,apartamentowiec,yes,2021-05-29
6217,Mokotów,https://metrohousesadyba.otodom.pl,919000,11785,49BHj,"77,98",wtórny,1,4,inne,2020,miejskie,do wykończenia,6,2021-02-17,apartamentowiec,yes,2021-05-29
6218,Żoliborz,nieznany,640000,11540,4bAde,"55,46",wtórny,5,4,wielka płyta,1969,miejskie,do remontu,9,2021-02-17,blok,yes,2021-05-29
6219,Ochota,https://investorius.otodom.pl,525000,11170,4bAdr,47,wtórny,3,3,nieznany,1964,nieznane,nieznany,3,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-05-19"">2021-05-19</div></div>",nieznany,yes,2021-05-29
6220,Białołęka,https://skylightbrokers.otodom.pl,650000,6526,4bAce,"99,60",wtórny,3,3,nieznany,2000,miejskie,do zamieszkania,4,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-05-20"">2021-05-20</div></div>",blok,yes,2021-05-29
6221,Mokotów,https://www.otodom.pl/shop/metrohouse-wiatraczna-IDtD57/,790000,13982,4bAc5,"56,50",wtórny,parter,3,cegła,2018,miejskie,do zamieszkania,4,2021-02-17,apartamentowiec,yes,2021-05-29
6222,Białołęka,https://www.otodom.pl/shop/hello-house-IDx3al/,621848,7699,4bAbO,"80,77",pierwotny,5,4,nieznany,2021,nieznane,nieznany,5,2021-02-17,nieznany,yes,2021-05-29
6223,Ursynów,https://www.otodom.pl/shop/metrohouse-oddzial-czerniakow-IDnaLu/,1249000,12366,4bAbf,101,wtórny,parter,3,inne,2005,miejskie,do zamieszkania,10,2021-02-17,blok,yes,2021-05-29
6224,Wola,https://koloseum-nieruchomosci.otodom.pl,389900,13925,4bAav,28,wtórny,5,1,inne,1962,miejskie,do zamieszkania,7,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-05-29"">2021-05-29</div></div>",blok,yes,2021-05-29
6225,Bemowo,https://koloseum-nieruchomosci.otodom.pl,773000,8988,4bAas,86,wtórny,3,5,inne,1994,miejskie,do zamieszkania,4,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-05-29"">2021-05-29</div></div>",blok,yes,2021-05-29
6226,Ochota,nieznany,1650000,17017,4bkxD,"96,96",wtórny,3,5,nieznany,1936,miejskie,do zamieszkania,8,2021-02-17,kamienica,yes,2021-05-29
6227,Ursynów,https://wawahome.otodom.pl,605000,11351,4bA9Y,"53,30",wtórny,1,2,nieznany,2003,miejskie,nieznany,16,2021-02-17,blok,yes,2021-05-29
6228,Białołęka,nieznany,680000,9884,4bA9P,"68,80",wtórny,2,3,cegła,2012,miejskie,nieznany,2,2021-02-17,blok,yes,2021-05-29
6229,Wola,nieznany,1200000,12766,4bkvY,94,wtórny,> 10,4,beton komórkowy,2004,miejskie,do zamieszkania,15,2021-02-17,blok,yes,2021-05-29
6230,Mokotów,https://N-plus.otodom.pl,740000,15778,4bA9B,"46,90",wtórny,3,2,nieznany,2020,miejskie,do zamieszkania,6,2021-02-17,apartamentowiec,yes,2021-05-29
6231,Bemowo,https://N-plus.otodom.pl,410000,12424,4bA9A,33,wtórny,2,2,inne,2021,miejskie,do wykończenia,5,2021-02-17,apartamentowiec,yes,2021-05-29
6232,Wola,https://N-plus.otodom.pl,1499000,13384,4bA9y,112,wtórny,8,4,nieznany,2020,miejskie,do wykończenia,9,2021-02-17,blok,yes,2021-05-29
6233,Białołęka,https://N-plus.otodom.pl,520870,8435,4bA9x,"61,75",pierwotny,parter,4,nieznany,2021,nieznane,do wykończenia,3,2021-02-17,nieznany,yes,2021-05-29
6234,Ursus,https://N-plus.otodom.pl,518374,8937,4bA9u,58,pierwotny,2,3,nieznany,2022,nieznane,do wykończenia,4,2021-02-17,nieznany,yes,2021-05-29
6235,Praga-Południe,https://www.otodom.pl/shop/vestrahouse-ID2G9h/,559000,8667,4bA9s,"64,50",wtórny,parter,3,nieznany,1982,miejskie,nieznany,12,2021-02-17,blok,yes,2021-05-29
6236,Wilanów,https://www.otodom.pl/shop/everton-house-IDv01F/,1550000,11868,4b85Z,"130,60",wtórny,2,5,nieznany,2009,nieznane,do zamieszkania,4,2021-02-17,nieznany,yes,2021-05-29
6237,Bemowo,https://www.otodom.pl/shop/metrohouse-miasteczko-wilanow-IDuQ5Q/,565000,9464,4bA9n,"59,70",wtórny,10,3,wielka płyta,1984,miejskie,do zamieszkania,11,2021-02-17,blok,yes,2021-05-29
6238,Śródmieście,https://www.otodom.pl/shop/wawa-estate-ID2Xyn/,898000,9750,4bsKn,"92,10",wtórny,3,4,cegła,2021,nieznane,nieznany,12,2021-02-17,apartamentowiec,yes,2021-05-29
6239,Śródmieście,https://www.otodom.pl/shop/metrohouse-wiatraczna-IDtD57/,799000,17257,4bA9l,"46,30",wtórny,1,3,cegła,1960,miejskie,do zamieszkania,7,2021-02-17,kamienica,yes,2021-05-29
6240,Bielany,https://www.otodom.pl/shop/marymont-nieruchomosci-magdalena-kilis-grabowska-IDiqIE/,869000,13838,4bA9a,"62,80",wtórny,2,3,nieznany,2016,nieznane,do zamieszkania,8,2021-02-17,apartamentowiec,yes,2021-05-29
6241,Mokotów,https://www.otodom.pl/shop/sprint-house-ID88GY/,592000,11134,4bA96,"53,17",wtórny,2,2,nieznany,2006,nieznane,do zamieszkania,10,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-05-20"">2021-05-20</div></div>",nieznany,yes,2021-05-29
6242,Warszawa,https://www.otodom.pl/shop/metrohouse-s-a-ID2KiP/,589000,7649,4bA90,77,wtórny,4,3,beton komórkowy,1996,miejskie,do zamieszkania,4,2021-02-17,blok,yes,2021-05-29
6243,Białołęka,nieznany,499000,10991,4bksC,"45,40",wtórny,2,2,cegła,2013,gazowe,do zamieszkania,2,2021-02-17,blok,yes,2021-05-29
6244,Wola,https://www.otodom.pl/shop/sprint-house-ID88GY/,969900,12124,47pU9,80,wtórny,1,3,inne,2009,miejskie,do remontu,10,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-01-31"">2021-01-31</div></div>",blok,yes,2021-05-29
6245,Wola,https://www.otodom.pl/shop/sprint-house-ID88GY/,849000,12304,4beB3,69,wtórny,5,3,pustak,2010,miejskie,do zamieszkania,6,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-05-06"">2021-05-06</div></div>",blok,yes,2021-05-29
6246,Włochy,https://www.otodom.pl/shop/piorek-house-IDi7DK/,460000,10337,4bA88,"44,50",wtórny,parter,2,nieznany,2008,nieznane,do zamieszkania,3,2021-02-17,apartamentowiec,yes,2021-05-29
6247,Mokotów,https://www.otodom.pl/shop/biuro-dewelopera-bcb-IDxtHd/,478000,12316,4bA7H,"38,81",pierwotny,2,2,inne,2022,miejskie,do wykończenia,4,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2022-09-01"">2022-09-01</div></div>",apartamentowiec,yes,2021-05-29
6248,Mokotów,https://www.otodom.pl/shop/biuro-dewelopera-bcb-IDxtHd/,"657260,27",10281,4bA7E,"63,93",pierwotny,1,3,inne,2022,miejskie,do wykończenia,10,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2022-09-01"">2022-09-01</div></div>",apartamentowiec,yes,2021-05-29
6249,Mokotów,https://www.otodom.pl/shop/biuro-dewelopera-bcb-IDxtHd/,"917707,75",11174,4bA7F,"82,13",pierwotny,1,4,inne,2022,miejskie,do wykończenia,10,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2022-09-01"">2022-09-01</div></div>",apartamentowiec,yes,2021-05-29
6250,Mokotów,https://www.otodom.pl/shop/biuro-dewelopera-bcb-IDxtHd/,"539960,03",11165,4bA7D,"48,36",pierwotny,2,2,inne,2022,miejskie,do wykończenia,10,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2022-09-01"">2022-09-01</div></div>",apartamentowiec,yes,2021-05-29
6251,Mokotów,https://www.otodom.pl/shop/biuro-dewelopera-bcb-IDxtHd/,"431441,15",15294,4bA7C,"28,21",pierwotny,9,1,inne,2022,miejskie,do wykończenia,10,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2022-09-01"">2022-09-01</div></div>",apartamentowiec,yes,2021-05-29
6252,Białołęka,https://www.otodom.pl/shop/biuro-dewelopera-bcb-IDxtHd/,"590671,99",8435,4bA7B,"70,03",pierwotny,1,4,inne,2022,miejskie,do wykończenia,12,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2022-03-31"">2022-03-31</div></div>",apartamentowiec,yes,2021-05-29
6253,Białołęka,https://www.otodom.pl/shop/biuro-dewelopera-bcb-IDxtHd/,"458520,98",9165,4bA7A,"50,03",pierwotny,2,2,inne,2022,miejskie,do wykończenia,12,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2022-03-31"">2022-03-31</div></div>",apartamentowiec,yes,2021-05-29
6254,Białołęka,https://www.otodom.pl/shop/biuro-dewelopera-bcb-IDxtHd/,"354457,30",12866,4bA7z,"27,55",pierwotny,2,1,inne,2022,miejskie,do wykończenia,12,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2022-03-31"">2022-03-31</div></div>",apartamentowiec,yes,2021-05-29
6255,mazowieckie,https://nikodom.otodom.pl,785000,10195,4bA7v,77,wtórny,3,3,nieznany,2021,miejskie,nieznany,4,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-06-01"">2021-06-01</div></div>",nieznany,yes,2021-05-29
6256,Mokotów,https://www.otodom.pl/shop/jc-partners-nieruchomosci-IDx6mt/,489000,11927,4bhIJ,41,wtórny,1,2,cegła,2020,miejskie,do wykończenia,5,2021-02-17,apartamentowiec,yes,2021-05-29
6257,Żoliborz,https://www.otodom.pl/shop/jc-partners-nieruchomosci-IDx6mt/,1224990,15536,4bfnJ,"78,85",wtórny,4,3,cegła,2012,miejskie,do zamieszkania,8,2021-02-17,apartamentowiec,yes,2021-05-29
6258,Ursynów,https://www.otodom.pl/shop/jc-partners-nieruchomosci-IDx6mt/,649000,13340,4bl7h,"48,65",wtórny,3,2,cegła,2019,miejskie,do zamieszkania,4,2021-02-17,apartamentowiec,yes,2021-05-29
6259,Włochy,https://liber-lex.otodom.pl,440000,10000,4bA7n,44,wtórny,2,2,cegła,1960,miejskie,do remontu,3,2021-02-17,blok,yes,2021-05-29
6260,Bielany,https://www.otodom.pl/shop/piorek-house-IDi7DK/,350000,12963,4bA7c,27,wtórny,parter,1,nieznany,1970,nieznane,nieznany,8,2021-02-17,blok,yes,2021-05-29
6261,Ursynów,https://www.otodom.pl/shop/metrohouse-miasteczko-wilanow-IDuQ5Q/,1129000,9965,4bA77,"113,30",wtórny,2,4,cegła,1993,gazowe,do zamieszkania,3,2021-02-17,nieznany,yes,2021-05-29
6262,Ursus,https://N-plus.otodom.pl,809900,9256,4bA6W,"87,50",pierwotny,4,5,nieznany,2021,nieznane,do wykończenia,4,2021-02-17,nieznany,yes,2021-05-29
6263,Rembertów,https://N-plus.otodom.pl,362000,8960,4bA6V,"40,40",pierwotny,parter,2,nieznany,2022,nieznane,do wykończenia,5,2021-02-17,nieznany,yes,2021-05-29
6264,Ursus,https://N-plus.otodom.pl,390000,10104,4bA6U,"38,60",pierwotny,2,2,nieznany,2021,nieznane,do wykończenia,4,2021-02-17,nieznany,yes,2021-05-29
6265,Ursus,https://N-plus.otodom.pl,661800,9237,4bA6S,"71,65",pierwotny,1,4,nieznany,2022,nieznane,do wykończenia,4,2021-02-17,nieznany,yes,2021-05-29
6266,Białołęka,https://N-plus.otodom.pl,628000,10361,4bA6T,"60,61",pierwotny,1,3,nieznany,2022,nieznane,do wykończenia,3,2021-02-17,nieznany,yes,2021-05-29
6267,Mokotów,https://N-plus.otodom.pl,584000,10429,4bA6R,56,pierwotny,2,2,nieznany,2021,nieznane,do wykończenia,10,2021-02-17,nieznany,yes,2021-05-29
6268,Białołęka,https://N-plus.otodom.pl,443000,11664,4bA6P,"37,98",pierwotny,1,2,nieznany,2022,nieznane,do wykończenia,3,2021-02-17,nieznany,yes,2021-05-29
6269,Mokotów,https://N-plus.otodom.pl,914999,12500,4bA6Q,"73,20",pierwotny,8,4,nieznany,2020,nieznane,do wykończenia,10,2021-02-17,nieznany,yes,2021-05-29
