29502;13;698;490000,00;10675,00;4bDO9;45,9000015258789;wtórny;5;2;inne;20050101;miejskie;do zamieszkania;8;20210521;blok;no;20210530
29503;6;698;1649000,00;14240,00;4bF9J;115,800003051758;wtórny;5;5;inne;20170101;miejskie;do zamieszkania;12;20210524;apartamentowiec;no;20210530
29504;6;613;2300000,00;17506,00;4amAE;131,380004882813;wtórny;1;5;nieznany;20180101;nieznane;nieznany;2;20210303;apartamentowiec;no;20210530
29505;11;613;1770000,00;24583,00;4aPKT;72;wtórny;2;4;nieznany;19360101;nieznane;nieznany;5;20210331;kamienica;no;20210530
29506;6;613;600000,00;12503,00;4b3em;47,9900016784668;wtórny;4;2;nieznany;20070101;nieznane;nieznany;4;20210415;apartamentowiec;no;20210530
29507;6;613;950000,00;12306,00;4bFtW;77,1999969482422;wtórny;3;3;nieznany;20100101;nieznane;nieznany;7;20210524;apartamentowiec;no;20210530
29508;11;613;1270000,00;21525,00;44ODi;59;wtórny;2;2;cegła;20210101;nieznane;nieznany;0;20200222;nieznany;no;20210530
29509;9;613;987000,00;21000,00;48rAw;47;wtórny;3;2;nieznany;19120101;nieznane;nieznany;5;20201027;kamienica;no;20210530
29511;7;613;1135000,00;14047,00;49NeC;80,8000030517578;wtórny;3;4;nieznany;20150101;miejskie;do zamieszkania;0;20210127;apartamentowiec;no;20210530
29512;6;613;1529000,00;17988,00;4a6xD;85;wtórny;2;3;nieznany;19350101;nieznane;nieznany;4;20210215;kamienica;no;20210530
29513;11;613;6600000,00;35099,00;4a77v;188,039993286133;wtórny;6;5;nieznany;20120101;nieznane;nieznany;7;20210216;apartamentowiec;no;20210530
29514;6;613;739000,00;14212,00;3FJFi;52;wtórny;2;2;nieznany;19340101;miejskie;nieznany;4;20180608;kamienica;no;20210530
29515;6;614;956660,00;15500,00;4bL80;61,7200012207031;pierwotny;2;2;cegła;20200101;miejskie;do wykończenia;5;20210529;kamienica;no;20210530
29516;6;614;1320445,00;15500,00;4bL81;85,1900024414063;pierwotny;2;2;cegła;20200101;miejskie;do wykończenia;5;20210529;kamienica;no;20210530
29517;6;698;780000,00;12112,00;4bL7Y;64,4000015258789;wtórny;2;2;cegła;19380101;miejskie;do zamieszkania;3;20210529;kamienica;no;20210530
29518;11;698;799000,00;17257,00;4bL7w;46,2999992370605;wtórny;1;3;cegła;19600101;miejskie;do zamieszkania;7;20210529;kamienica;no;20210530
29519;15;711;420000,00;10319,00;4bL7s;40,7000007629395;wtórny;4;2;cegła;20210101;miejskie;do wykończenia;5;20210529;blok;no;20210530
29520;12;498;449000,00;9553,00;4bL7p;47;wtórny;1;3;nieznany;19680101;nieznane;nieznany;4;20210529;nieznany;no;20210530
29521;17;1205;785000,00;14018,00;4bK8P;56;wtórny;1;3;nieznany;20100101;miejskie;nieznany;4;20210528;apartamentowiec;no;20210530
29522;1;1205;565000,00;10323,00;4btxU;54,7299995422363;wtórny;1;2;nieznany;20100101;nieznane;nieznany;3;20210512;apartamentowiec;no;20210530
29523;8;1205;740000,00;9893,00;4bvPS;74,8000030517578;wtórny;2;3;nieznany;19980101;miejskie;nieznany;4;20210515;nieznany;no;20210530
29524;17;1205;745000,00;13998,00;4byop;53,2200012207031;wtórny;1;2;nieznany;20090101;miejskie;nieznany;4;20210517;apartamentowiec;no;20210530
29525;6;1205;675000,00;10261,00;4bA3p;65,7799987792969;wtórny;2;3;nieznany;19710101;miejskie;nieznany;10;20210518;nieznany;no;20210530
29526;6;1205;1100000,00;9804,00;4bGca;112,199996948242;wtórny;3;4;cegła;20000101;nieznane;nieznany;4;20210525;nieznany;no;20210530
29527;6;1205;600000,00;12605,00;4aWLx;47,5999984741211;wtórny;2;2;cegła;19630101;nieznane;nieznany;4;20210408;blok;no;20210530
29528;8;1205;575000,00;8647,00;4b5Hr;66,5;wtórny;1;3;nieznany;19800101;nieznane;nieznany;0;20210417;nieznany;no;20210530
29529;6;1205;860000,00;11068,00;4bjF3;77,6999969482422;wtórny;2;4;nieznany;19950101;miejskie;nieznany;3;20210501;nieznany;no;20210530
29530;3;1205;600000,00;11029,00;4bkVs;54,4000015258789;wtórny;2;3;nieznany;19790101;nieznane;nieznany;14;20210504;nieznany;no;20210530
29531;8;1205;780000,00;9341,00;4bnkq;83,5;wtórny;5;4;nieznany;19880101;miejskie;do remontu;0;20210506;blok;no;20210530
29532;19;1205;870000,00;12572,00;4aORu;69,1999969482422;wtórny;1;3;nieznany;20090101;nieznane;nieznany;7;20210330;blok;no;20210530
29534;17;1205;1850000,00;14341,00;4aWr4;129;wtórny;1;4;nieznany;20100101;miejskie;nieznany;4;20210407;apartamentowiec;no;20210530
29536;7;1205;720000,00;12500,00;4aPg7;57,5999984741211;wtórny;4;2;cegła;19280101;miejskie;nieznany;4;20210331;kamienica;no;20210530
29537;17;1205;815000,00;12525,00;4ahRn;65,0699996948242;wtórny;2;3;nieznany;20120101;miejskie;nieznany;4;20210226;apartamentowiec;no;20210530
29538;17;1205;530000,00;9815,00;4aoKH;54;wtórny;1;2;nieznany;20100101;nieznane;nieznany;3;20210304;apartamentowiec;no;20210530
29539;3;1205;1160000,00;10545,00;4azF0;110;wtórny;3;5;nieznany;20010101;nieznane;nieznany;4;20210315;blok;no;20210530
29540;19;1205;750000,00;10452,00;48j7r;71,7600021362305;wtórny;7;3;nieznany;19920101;miejskie;nieznany;8;20201019;blok;no;20210530
29542;19;743;645000,00;14022,00;4bdJ9;46;wtórny;1;2;nieznany;20140101;miejskie;nieznany;6;20210426;blok;no;20210530
29544;8;559;890000,00;9780,00;4bL6f;91;wtórny;4;4;cegła;20210101;gazowe;do zamieszkania;5;20210529;kamienica;no;20210530
29545;3;670;714000,00;9728,00;4bL5T;73,4000015258789;wtórny;3;3;cegła;19970101;nieznane;nieznany;4;20210529;blok;no;20210530
29546;12;1036;479000,00;8987,00;4afOc;53,2999992370605;wtórny;10;3;wielka płyta;19760101;miejskie;do zamieszkania;10;20210224;blok;no;20210530
29547;19;324;699000,00;19971,00;4bL5G;35;wtórny;3;1;cegła;20200101;miejskie;do zamieszkania;7;20210529;apartamentowiec;no;20210530
29548;19;535;625000,00;12500,00;4bL5a;50;wtórny;9;3;nieznany;19760101;miejskie;do zamieszkania;11;20210529;apartamentowiec;no;20210530
29549;11;324;315000,00;13696,00;4bL4h;23;wtórny;1;1;cegła;20200101;miejskie;do zamieszkania;8;20210529;apartamentowiec;no;20210530
29550;19;324;315000,00;13696,00;4bL3W;23;wtórny;1;1;cegła;20200101;miejskie;do zamieszkania;8;20210529;apartamentowiec;no;20210530
29551;11;1171;794500,00;15733,00;43ySc;50,5;pierwotny;7;2;beton komórkowy;20200101;miejskie;do wykończenia;9;20211230;apartamentowiec;no;20210530
29552;3;470;430000,00;11316,00;4bAkd;38;wtórny;1;2;nieznany;19660101;miejskie;nieznany;4;20210519;blok;no;20210530
29554;1;193;610000,00;9984,00;4bL1W;61,0999984741211;wtórny;4;3;żelbet;19890101;miejskie;do zamieszkania;10;20210529;blok;no;20210530
29556;19;498;420000,00;10244,00;4bL1L;41;wtórny;1;2;nieznany;19550101;nieznane;do zamieszkania;3;20210529;nieznany;no;20210530
29560;8;510;519000,00;10813,00;4bKuY;48;wtórny;2;2;cegła;19560101;miejskie;do zamieszkania;3;20210528;kamienica;no;20210530
29561;16;576;537000,00;7991,00;4bL0i;67,1999969482422;wtórny;2;4;nieznany;19970101;gazowe;do zamieszkania;3;20210529;blok;no;20210530
29562;18;863;625000,00;11792,00;4bqBu;53;wtórny;2;3;nieznany;20170101;miejskie;nieznany;4;20210510;blok;no;20210530
29563;17;402;995000,00;13475,00;4bKZv;73,8399963378906;wtórny;3;3;cegła;20080101;miejskie;do zamieszkania;4;20210529;apartamentowiec;no;20210530
29569;20;1154;560000,00;12335,00;4bKYj;45,4000015258789;wtórny;10;3;nieznany;19670101;miejskie;nieznany;18;20210529;blok;no;20210530
29570;7;559;530000,00;11158,00;4befu;47,5;wtórny;3;3;wielka płyta;19800101;miejskie;do zamieszkania;4;20210426;blok;no;20210530
29571;6;559;479000,00;11459,00;4bu12;41,7999992370605;wtórny;10;2;wielka płyta;19710101;miejskie;do zamieszkania;10;20210529;blok;no;20210530
29572;6;559;359000,00;11506,00;4bEe6;31,2000007629395;wtórny;9;1;wielka płyta;19730101;miejskie;do zamieszkania;10;20210529;blok;no;20210530
29573;10;713;575000,00;6860,00;4bKXV;83,8199996948242;wtórny;4;3;cegła;19650101;miejskie;do zamieszkania;4;20210529;kamienica;no;20210530
29574;7;162;2498860,00;13969,00;4bKXL;178,889999389648;pierwotny;2;4;nieznany;20210101;nieznane;do wykończenia;3;20210529;nieznany;no;20210530
29576;2;162;481080,00;8503,00;4bKXJ;56,5800018310547;pierwotny;3;3;nieznany;20210101;nieznane;do wykończenia;3;20210529;nieznany;no;20210530
